,reference,keywords_0,keywords_1,keywords_2
3567,ChIJo6xxHvZZqEcRhVH2OZY5czg,pizza,soup,
3568,ChIJ0by4QRVaqEcRsud28bbOnTQ,terrace,,
3569,ChIJk4AX-OhbqEcRoEaKeGtY0kw,soup,shrimp,vegetarian
3570,ChIJG8YnI2VaqEcRh8hIamw5Mig,cafe,vegan,
3571,ChIJL4XrXmlSqEcRdTwVRfo_TRs,chinese,,
3572,ChIJvxnT3RhRqEcRdRdOMqQBTCs,italian,pizza,meat
3573,ChIJeW7NkZ9QqEcRSGCO3PGKrQo,german,,
3574,ChIJI6j6IGFaqEcRUP6p_UgWwWo,,,
3575,ChIJCXJF_W1aqEcRTzu_U-vFr9g,pizza,italian,soup
3576,ChIJk4f7MGhaqEcRznjfGAFLnCE,italian,pasta,dessert
3577,ChIJxzImwINbqEcRdBuQ7zo3wyY,,,
3578,ChIJg1x9ltNRqEcRAIDQZ6W1a0k,dessert,terrace,meat
3579,ChIJmXlbHW5aqEcR9f9xZyUhu5M,cafe,,
3580,ChIJw99ykRFaqEcR8XUlW7fwv2w,german,grill,vegetarian
3581,ChIJkX9DIipRqEcR0L1tLyKT-ik,pizza,italian,
3582,ChIJTSSLL4tQqEcRdOva0cELmms,soup,,
3583,ChIJU3wHUilRqEcRPjUU0Ag4Eag,pork,meat,cozy
3584,ChIJA_f4PYtQqEcRHmQUvFFzwzw,italian,soup,
3585,ChIJgcTeLotQqEcRF5yQmqo7sf8,burger,meat,terrace
3586,ChIJFUAsgHhQqEcRw9CebP5oda0,falafel,,
3587,ChIJB0qGkWZRqEcRjNM8NWyIqiU,cozy,,
3588,ChIJhZQwgW1RqEcR5LTaVtbJzAo,,,
3589,ChIJJWvTDJVQqEcRRdlwDjY259Y,steak,italian,pizza
3590,ChIJ7xaKwbZQqEcRIJH-ydfCpkg,cafe,terrace,
3591,ChIJz6SJx6VQqEcRzMPCUHw1Occ,italian,wines,pasta
3592,ChIJtX-KWaJQqEcRd4gcVfosMwA,pizza,,
3593,ChIJMZUrD79QqEcRX1aBg0eY-A4,soup,chinese,
3594,ChIJAYIDpIZQqEcR_k7La6ETswM,pasta,italian,pizza
3595,ChIJm5_JRKRQqEcR0SFVURkqxXc,tofu,soup,vegetarian
3596,ChIJPz7az3UjZUERoQWt0bzb36I,italian,pizza,pasta
3597,ChIJf0JjRqRQqEcRO62NxMKL2XU,pork,soup,meat
3598,ChIJwy-DwoxQqEcRJDigvaA72zY,mexican,indian,
3599,ChIJGxJ0ge1QqEcReNiC2XkZUb4,cafe,dessert,pizza
3600,ChIJXXcXR4RRqEcRf6QLO-drP9M,,,
3601,ChIJ5Rv0TvJQqEcR5c_O5sfoO8I,bavarian,german,
3602,ChIJ8d0DooxQqEcRg92lFhHAxiE,falafel,vegan,
3603,ChIJE5fRncVRqEcRYoV0fqZV4kw,japanese,dessert,vegan
3604,ChIJw8sLUpRQqEcRbDFSr6nOy70,currywurst,terrace,cozy
3605,ChIJ348nsXhaqEcRd06OlyZhm88,,,
3606,ChIJT_IVUq5QqEcRPVkzuZ7pyvM,wines,german,shrimp
3607,ChIJh046TYJRqEcRg2B-cWqT-Qg,burger,terrace,
3608,ChIJ0_SukblQqEcRKkJOjlMraUY,italian,pizza,pasta
3609,ChIJHcL5i5eOsUcRR1VzPZJVT_A,,,
3610,ChIJjbmYxl5OqEcRcVzKQlcOork,tofu,vegan,cozy
3611,ChIJYzguNLJPqEcRuZMEC32FfZM,tofu,vegetarian,dessert
3612,ChIJeYPGC6BPqEcRAfIx8aaN74U,schnitzel,german,
3613,ChIJT6ei_LtPqEcRwZ8v4W8dTS0,italian,mediterranean,cozy
3614,ChIJDWy4ZzNOqEcRMk7ZV-YP1UA,burger,vegan,
3615,ChIJjfNjkh5JqEcRYPbKebCRv6g,thai,soup,grill
3616,ChIJ4-ocWUNJqEcRZ-5kJrbF0ic,tofu,shrimp,pork
3617,ChIJR8P-sOhTqEcRd8lCciGfrJs,,,
3618,ChIJ2zuUG41TqEcReEJbXvQ2nPk,turkish,,
3619,ChIJYdubI35RqEcR4oWQB0UdFeU,turkish,meat,grill
3620,ChIJiWPvtIVaqEcRUeFOcFJwBRY,persian,iranian,vegetarian
3621,ChIJ136ea4dQqEcRw27UB0gMRv4,soup,meat,vegetarian
3622,ChIJ05ENFgRSqEcRiDCAqDPfbK4,italian,cafe,pasta
3623,ChIJVYzUUgFSqEcRlsIYj9w3qC8,shrimp,vegan,
3624,ChIJqXnjMQA2qEcRekadHz9-Ij0,cozy,,
3625,ChIJKwtf2hFKqEcREbz13Dv3UX4,sushi,,
3626,ChIJGbQgVKhLqEcR6pk6ed2cXxs,burger,meat,
3627,ChIJFdbvLQA2qEcRiHIZmkiXzVw,currywurst,,
3628,ChIJN9fEB503qEcRfl7EbDa8W8w,dessert,soup,
3629,ChIJyc132EFQqEcRX91Y8lt_RKc,,,
3630,ChIJ2_cqDFlXqEcRewV-BhOmK-A,,,
3631,ChIJVaG--jdWqEcRN_J_ZcRMR1k,cafe,,
3632,ChIJj_Vp3OtRqEcRYV0ssHwRVKM,pizza,pasta,italian
3633,ChIJVwuG3elRqEcRLSTCckVtxJU,sushi,japanese,soup
3634,ChIJs5hoRsJRqEcRLUrBKYXoM-4,steak,meat,vegetarian
3635,ChIJvYy9t-dRqEcRB8D5coC8Bco,burger,steak,meat
3636,ChIJy6wjS79bqEcRoZwVKGKUtmg,schnitzel,currywurst,
3637,ChIJpSihEG5PqEcRWeFlr2l7UKs,meat,vegetarian,soup
3638,ChIJ38tvp5tPqEcRxr_avIky7Yg,burger,meat,vegetarian
3639,ChIJd7Sn87ZPqEcRfut16Ag566I,vegetarian,tofu,vegan
3640,ChIJSREztG9OqEcRrFbgFYq9oOI,schnitzel,german,
3641,ChIJL2AVL8T1qEcRSnDBuC1OCB4,german,cozy,
3642,ChIJC1G5Ktr1qEcRncV-XUYQcB8,schnitzel,pork,brewery
3643,ChIJQZun5Lb1qEcRiF1TfRW2SoU,cozy,currywurst,salads
3644,ChIJN4poF871qEcR86LXnrrHVa4,schnitzel,german,cozy
3645,ChIJ_7pRkNr1qEcR4yFM7XTub-M,schnitzel,german,pork
3646,ChIJQZR26Nn1qEcRgnejwB0NLno,pasta,italian,steak
3647,ChIJ_ySXdsT1qEcRGTChHb_Dp1M,schnitzel,pork,soup
3648,ChIJzff7wNH1qEcRu8PdEHevdJw,schnitzel,german,pork
3649,ChIJww0J_M31qEcRlUxAcrk_pJ8,pasta,italian,pizza
3650,ChIJVxA7Gs47ZUERmJ5h9IVjkds,chinese,,
3651,ChIJ1csmmYz1qEcRlBRltFfRHi8,cafe,italian,
3652,ChIJxeyEVkr1qEcRjnFuMAmlpbU,pasta,italian,pizza
3653,ChIJsdNaQdr1qEcR3Uw2oT8c_80,greek,dessert,soup
3654,ChIJ0YAUtHr1qEcRGua5Qlh8Hyk,falafel,vegetarian,
3655,ChIJyWr1B9L1qEcRqF5UFZy_hME,steak,,
3656,ChIJGaVdmcP1qEcRO3h0ojkDwxw,pizza,italian,pasta
3657,ChIJCwAn7ND1qEcRJ769rfKpGnc,dessert,meat,schnitzel
3658,ChIJe9WOANH1qEcRRTsmOxx7uE4,italian,pasta,pizza
3659,ChIJZT2cg9D1qEcRAMZlqNgyjAk,schnitzel,german,soup
3660,ChIJxYTGVND1qEcRILR9vlpHvIQ,soup,terrace,
3661,ChIJEaH17tD1qEcRNyNkhNO5MYw,greek,salads,meat
3662,ChIJN_gOYdn1qEcRAjUMl3rCXMY,dessert,terrace,german
3663,ChIJ6cD149D1qEcR-IJapweSYY8,indian,vegetarian,
3664,ChIJmVX95tD1qEcRtOojXHVWI4Q,indian,vegetarian,
3665,ChIJ1-KrnsP1qEcRS_k4LK1Lq2s,burger,,
3666,ChIJT86C5OD1qEcRt_F8qWPYG3U,italian,pasta,meat
3667,ChIJpUpYGdL1qEcRXS5I_yM8xEQ,sushi,japanese,thai
3668,ChIJrxqCf9n1qEcRQSGIWw50TWI,thai,shrimp,german
3669,ChIJOzuZt8H1qEcRq3PVcf2t09w,pizza,,
3670,ChIJSeu2Wcb1qEcR_8Cbs2xgMN0,steak,meat,
3671,ChIJ0fR1MGD1qEcRBN4BYpozWIY,indian,,
3672,ChIJIQUrfs71qEcR8Og0CDXlp9E,salads,,
3673,ChIJ11pSek_1qEcRryHZYOV9Oxs,turkish,meat,german
3674,ChIJc_4wLvj1qEcRAt8Z0EDpkPo,soup,,
3675,ChIJoWTjCML1qEcRI56KEbbaCMY,pizza,italian,pasta
3676,ChIJoSkXAOr1qEcRr2t2ZN3mgxg,soup,,
3677,ChIJKzKGcd31qEcRbDtW863onQg,burger,,
3678,ChIJt9x589r1qEcR85tqwE8Lc88,pizza,pasta,
3679,ChIJAQB8bND1qEcRkUtYXsx5B0Q,falafel,,
3680,ChIJB-_9DsL1qEcRJLlJ0eFOe0A,grill,,
3681,ChIJNxNKbtD1qEcR9xH0yVp9j38,sushi,tofu,
3682,ChIJlR81Ktr1qEcRbz3xCU4YvJc,cafe,cozy,
3683,ChIJFU5cSdb1qEcRy_LLjXYnrcg,sushi,german,
3684,ChIJG2TMb9L1qEcRRbRjYYUuVdg,sushi,soup,
3685,ChIJd1QyQtr1qEcRmvowlJuW5rQ,cozy,,
3686,ChIJb2gpZtD1qEcRjpk50xiMFf0,,,
3687,ChIJJYCpuhj1qEcRdEq9piwndPI,sushi,tofu,
3688,ChIJXSkp18_1qEcR1CivPzEd4w4,thai,japanese,chinese
3689,ChIJnS_3akJJqEcRnR-EvGWxCVc,pizza,,
3690,ChIJRWaE90VQqEcROVywotMl8o8,persian,iranian,meat
3691,ChIJdw9KCcxRqEcRQBZ6KK8uYu4,soup,vegan,
3692,ChIJF52pZDdQqEcROVyKDxqLP1g,korean,cozy,pork
3693,ChIJwTQ0QM5RqEcR47PcNBE0xQQ,sushi,,
3694,ChIJQ4yNwSBKqEcRxorz6J82b9w,pizza,soup,
3695,ChIJkf1v0yNKqEcRJ7UALPn9frg,pasta,,
3696,ChIJJf3NSKVPqEcRdn7EDT1d58s,soup,,
3697,ChIJ13ClVJRPqEcRLWViWbZMFTQ,burger,,
3698,ChIJc5mjFrBPqEcRg67Qtr0c6vY,vegan,,
3699,ChIJET21pPJPqEcRv7fq2wGUrm4,tofu,meat,
3700,ChIJzXyru5ROqEcRgGk7URyh7Pc,german,,
3701,ChIJE_7zTwtPqEcRjsJmfnIE0-I,sushi,vegan,
3702,ChIJQS1grO9OqEcR6ruCO_JjGS0,schnitzel,german,meat
3703,ChIJ_Whn6RtPqEcR9zP0vaV6CYQ,thai,tofu,german
3704,ChIJhwuBIl5OqEcR1iKtrg8Hk8g,tofu,vegetarian,soup
3705,ChIJU5MdbKNFqEcR5Zt8zj_rJ6U,,,
3706,ChIJjx7N3DRFqEcRq4zGfc3gQvs,,,
3707,ChIJ-w0mNi5PqEcRhB8dYknIWXc,pizza,,
3708,ChIJOWhaGvdOqEcRZ8nwz7MwC6U,soup,german,
3709,ChIJef7EqvdOqEcR92jHQEsCV7g,vegetarian,vegan,cozy
3710,ChIJs2GUmNRPqEcRf75rnbhlwPQ,burrito,meat,
3711,ChIJXYp01_BOqEcRallHZ_yja0U,burger,shrimp,
3712,ChIJy9QxNfdOqEcRv6b02vxngFE,german,,
3713,ChIJd6Lfx-ZOqEcRuiUoi7EesXQ,cafe,german,terrace
3714,ChIJDbGdCMVOqEcRSwi3-Zpa3_Q,cafe,,
3715,ChIJIydUzcNOqEcR-kE9LFg2pog,pizza,,
3716,ChIJ-133ZQBSqEcROfHXlucCNFI,cozy,vegan,
3717,ChIJxXu_E1dPqEcR_4P7TTFf4Jk,pork,sushi,vegetarian
3718,ChIJcW-0PQFOqEcRF3lmJrOvhsM,sushi,thai,japanese
3719,ChIJKf8jFyRSqEcRF4P2rux7pSo,pizza,italian,german
3720,ChIJVX309-xRqEcR7ZPe33Lx1V8,meat,soup,vegetarian
3721,ChIJow5SxuxRqEcRpk680jewg50,steak,wines,soup
3722,ChIJwwfD0n1RqEcRyLmo0--vaIg,,,
3723,ChIJP670yUFHqEcRMj5018ww_EM,thai,cozy,
3724,ChIJ77DzRS5GqEcRvrtZfGV-kNw,cafe,,
3725,ChIJEUq25OxHqEcRc2LtDC9bVlI,burger,,
3726,ChIJ73rSK0xOqEcRPwYuSybUU6Q,tofu,,
3727,ChIJt8hIHVJOqEcRg-N5iSXVkuo,pasta,vegan,
3728,ChIJcUSXyVFOqEcR5TdtWeN_JZ4,terrace,pizza,
3729,ChIJSdWeck5OqEcR8v5GrzGud0Y,,,
3730,ChIJOfKD4k1OqEcRHmPoazDXK-w,pizza,italian,pasta
3731,ChIJe_UjelJOqEcR37_wrA2r2Ro,falafel,lebanese,
3732,ChIJH2jm5MVPqEcRzijNLGIF3PM,vegan,meat,terrace
3733,ChIJ6bQo-hFRqEcRBEJNC3_WuBU,vegetarian,soup,indian
3734,ChIJw0QvRQBSqEcRY5uF8RotWy8,burger,vegetarian,cozy
3735,ChIJqdK1OdZNqEcRutZPi8RVK5s,,,
3736,ChIJW-FfwLVRqEcRKFOELdkDvgk,indian,vegan,
3737,ChIJmQk-mLJQqEcRIC5jkXCsVjk,pizza,pasta,italian
3738,ChIJWSjHLUdRqEcROoNOozrr9WY,indian,german,
3739,ChIJyb5ZSaRQqEcRGVtirSC_fwA,steak,cozy,german
3740,ChIJk8x3WsROqEcRjYvl-91LHLo,pasta,lobster,italian
3741,ChIJI19asqVQqEcRnJcbGbNkt38,meat,soup,
3742,ChIJD-0ll7JQqEcR1wsek06Kk10,cafe,cozy,
3743,ChIJCxbIwSBRqEcRMW_mBjeDnVE,burger,,
3744,ChIJ8w9e989PqEcRtkv4AyiV0Y4,thai,salads,soup
3745,ChIJpcO8eVVQqEcRy-wiYvgzInE,schnitzel,german,
3746,ChIJzwIpS_xEqEcRy4KTdEf1-Gs,mediterranean,greek,
3747,ChIJXSsHZphTqEcR3qar7jQuQWU,sushi,,
3748,ChIJA3i6iHFTqEcRbmI_s2M4Omc,sushi,,
3749,ChIJFcMzqP5RqEcRkvrAynLjF-E,pizza,italian,
3750,ChIJM6YVA_1RqEcRt7JilCA0gqg,terrace,vegetarian,vegan
3751,ChIJ14pvpP5RqEcR3_PXHzjK5Sw,pork,grill,meat
3752,ChIJ9dHFuP5RqEcRNpy6wNP2G4g,sushi,soup,
3753,ChIJAQDsFANSqEcR6yUkU9UeGiM,pizza,,
3754,ChIJJ-cZSPpRqEcRMdQ9vnmtWbE,schnitzel,meat,
3755,ChIJ8_QHwDFTqEcRFlEQS3zylzo,falafel,meat,soup
3756,ChIJLTNUAf9RqEcRKgqVauWZSrg,sushi,,
3757,ChIJEY8-PeFRqEcRB42FvWxpvVA,schnitzel,german,meat
3758,ChIJB0S0zeBRqEcRXTjAinACZnU,currywurst,meat,
3759,ChIJExXBH-FRqEcRhaEulRiNxSs,,,
3760,ChIJE154MqhIqEcRwIpSQ2NwyDs,falafel,,
3761,ChIJm63RxN9QqEcRbRm8U1OQ2nw,italian,pasta,pizza
3762,ChIJ8bFwxyNRqEcRTRA8FJxHpJM,cafe,pizza,pasta
3763,ChIJk74vqV5OqEcR2j4iQeSZOfw,pizza,pasta,
3764,ChIJWzjSMllOqEcR-ZhgBLjItQk,thai,tofu,
3765,ChIJR75pK_xQqEcRikHfLYibsms,pasta,pizza,meat
3766,ChIJz2bJ7EFPqEcRveasyy9Yszk,burger,german,
3767,ChIJnVF5zSdRqEcRuzqHTAPCSA8,german,cozy,soup
3768,ChIJFd-gpyVRqEcR3Y63YRp8ArU,pasta,pizza,italian
3769,ChIJ93haHCFRqEcRQKdnvio_NhU,schnitzel,german,
3770,ChIJDUxN0C5RqEcRLRZaxBisHUg,mediterranean,greek,vegetarian
3771,ChIJl4o4VchRqEcR9PYr2WUne10,falafel,,
3772,ChIJywAXdVxOqEcRMKneHtNy1Vs,vegetarian,vegan,cozy
3773,ChIJpZrjrgtTqEcRnGBcA4S36yA,,,
3774,ChIJrWeJ1N9TqEcRb7BfHJ8De74,german,soup,
3775,ChIJ1wSXzNhTqEcRBO8p7Id7DH8,german,,
3776,ChIJKZyk7VFPqEcR2sGAaV-sN8w,pizza,pasta,
3777,ChIJ5xQAJc1RqEcRC780eX8xL68,pizza,italian,pasta
3778,ChIJZYPKydRRqEcROF-mi5Brsdo,mexican,meat,
3779,ChIJv_lPCjJOqEcRWJab_mVp0Js,italian,cozy,german
3780,ChIJ82bD07NPqEcR2VnFODriL8s,,,
3781,ChIJ7dVcXe1LqEcRuNAiQLAqKAQ,burger,meat,cozy
3782,ChIJIZ-i4PpLqEcRwIAl8K2-Pkk,sushi,,
3783,ChIJg9ywg-FQqEcRm01fhNiDUZM,wines,german,
3784,ChIJ0UbAUelRqEcRaZEM9lrrbbs,tacos,fajitas,pasta
3785,ChIJhY_HAUhNqEcRj_z_bBeRN8k,schnitzel,,
3786,ChIJ7fiBINOzqUcRCh8Z2opefV8,,,
3787,ChIJD_sm80dNqEcRJ0l4rku2zLE,,,
3788,ChIJXVbKxEdNqEcRhpxxcCxIdb0,pizza,pasta,
3789,ChIJL2kwLU5NqEcR8oMwrgDHKWY,,,
3790,ChIJPyBzATZNqEcRuNZyJ4ffeEI,steak,burger,vegetarian
3791,ChIJixdJzU9NqEcROB-VShSWDmI,falafel,meat,
3792,ChIJCeyXt09NqEcR-jU2WkAeIek,cafe,cozy,
3793,ChIJj4-rNU5NqEcRkGhjxAm5M7E,meat,,
3794,ChIJx9bQOE5NqEcR1RvLz-BtkNg,pizza,meat,
3795,ChIJ9cstZTVNqEcRYz_wt5VtBgY,,,
3796,ChIJpXbKHaFOqEcRjvY58d3M7Q0,,,
3797,ChIJsw1PzopOqEcRtc-dPSxViik,sushi,vegan,
3798,ChIJpXbKHaFOqEcR_tn7TxLiiEs,,,
3799,ChIJd3Iqc8ZQqEcRBIMjux5dYM8,burrito,mexican,
3800,ChIJmaf8OMRQqEcR3oUyKE5bxy8,pizza,italian,pork
3801,ChIJ4aslGMRQqEcRPstp_I0buIE,pizza,italian,
3802,ChIJI_NGq-1XqEcRANqE6zCcjx0,pizza,,
3803,ChIJGRF7_oNaqEcRthbcQrmkbmk,sushi,cafe,cozy
3804,ChIJx7ftRO1bqEcRPBT86r9tf3c,terrace,vegetarian,
3805,ChIJJcyf8oVaqEcRaWQkVcm8adg,soup,,
3806,ChIJ9TwNBedRqEcRfCdjk-_4o_I,chinese,,
3807,ChIJl5eyVHlRqEcR726uVVsFlK0,,,
3808,ChIJh2A23y43qEcRg-ShyjicLHo,dessert,,
3809,ChIJAa3inKIxqEcRfHFavfzEV48,pizza,,
3810,ChIJ6ZBXoSA3qEcRa9d7zd2o9FI,sushi,soup,pasta
3811,ChIJxZPAt9EwqEcRUs4jKiB8L-o,,,
3812,ChIJCT5er9EwqEcRbHY4cu5Ew7c,,,
3813,ChIJB8tz_VNQqEcRooYgIoiHhOI,burrito,mexican,vegan
3814,ChIJNXNYn_hZqEcRPc_RbKRJ7hI,german,currywurst,vegan
3815,ChIJo7GH4sNQqEcR7Nxy9pDGQu0,,,
3816,ChIJIdq_rDZRqEcRvT-ZrqenQO0,sushi,,
3817,ChIJZWnxJ71RqEcRVRxUBWBZINU,italian,meat,
3818,ChIJc839A6JQqEcRBoFyRtylk6A,tofu,german,
3819,ChIJj_ZHUsdQqEcRmhXKEIHUWzs,vegetarian,,
3820,ChIJv3kkjrxQqEcRWreGhLVQDzI,italian,terrace,cozy
3821,ChIJewZXw39JqEcRwl2JzO-z_hI,pizza,italian,
3822,ChIJa-WttTRQqEcR3v75fVMntYY,burger,terrace,salads
3823,ChIJXwmOcMxRqEcRNBTTralHUOs,pizza,italian,pasta
3824,ChIJR0OIjkpQqEcRIN6GCR5sTLQ,sushi,shrimp,grill
3825,ChIJ57L_o9ZRqEcRaTUSjMQitXY,burrito,mexican,terrace
3826,ChIJR8InpUpQqEcRlUjj2oWsGo8,shrimp,soup,
3827,ChIJFVcHa31FqEcRDDWrq_yGSn0,meat,german,
3828,ChIJ9Rr8DbNFqEcRvVbhCO2icDo,sushi,pasta,
3829,ChIJuzKKGrNFqEcRL4sciw_VZYU,burger,,
3830,ChIJewQYvMlRqEcRKLWf4gnr2VQ,burger,cafe,soup
3831,ChIJIdMdXtFRqEcRr_6H6WcjLGE,currywurst,,
3832,ChIJqTQ3p8lRqEcRoS6uNB3LNlY,pork,soup,terrace
3833,ChIJPU8uOYBRqEcRjG20dKVedvU,falafel,meat,grill
3834,ChIJtdG5s7FIqEcROp54-jEf91Q,falafel,meat,
3835,ChIJ3z-em75IqEcR2EYhmi-xY7g,,,
3836,ChIJyZdeUddFqEcR18atclF8taw,schnitzel,german,currywurst
3837,ChIJRQCrsQ5GqEcRUsaJOGDkbkM,,,
3838,ChIJWVUjLW1TqEcR4LlWWQKDmc8,,,
3839,ChIJASyM2npRqEcRx8JdSuxyf7o,,,
3840,ChIJ2x_jkFM3qEcRLlY6YGFdSoY,steak,currywurst,pizza
3841,ChIJ-7w37VM3qEcRtjs_eZLsSlg,,,
3842,ChIJ28aQz1U3qEcRbVN2R7kb1_Y,cozy,,
3843,ChIJOYuhDs1RqEcRwHazJ1FzFM4,meat,falafel,german
3844,ChIJWXZnG9pRqEcRutGb2PX0qOI,burrito,cafe,mexican
3845,ChIJOfVk7J5RqEcRVfKUD-GQ9fU,meat,grill,salads
3846,ChIJI3AdJ09QqEcRnlbDndEe41o,falafel,,
3847,ChIJd2pY9LpQqEcRO7sfvs2DlPU,schnitzel,pasta,italian
3848,ChIJbUbbajJOqEcRawilLsv27Wk,schnitzel,german,pork
3849,ChIJY5i4WDdbqEcR8XVL-rXzVog,pizza,,
3850,ChIJ30yA7ipaqEcRZ0k0nMRTNCE,salads,,
3851,ChIJGXWA1SdbqEcRv6nuiGORXls,italian,,
3852,ChIJsT7h8YdZqEcRoACwGkcGzI4,italian,cozy,
3853,ChIJddmLVB5ZqEcREDmNidJanho,bavarian,german,vegetarian
3854,ChIJe86U7x5ZqEcRI8iI6ZHZ1yY,cafe,burger,cozy
3855,ChIJ8XEadzFZqEcR2Xdi1nciLOM,burger,meat,
3856,ChIJOw99iCFZqEcRB35pITBNHTg,german,,
3857,ChIJJQxlSARZqEcRUVJhEtSUtsU,cafe,cozy,currywurst
3858,ChIJMVuL8HJZqEcRZfS6UO3A2Z8,sushi,meat,
3859,ChIJ-erwUs5ZqEcRW7P9qqTRTlk,falafel,,
3860,ChIJnV-g7XJZqEcRNVp--Rum2tg,,,
3861,ChIJDT3JIw9ZqEcR-n-grOf7kUY,cafe,,
3862,ChIJr-HKl55ZqEcR0N4VXiQ8G9g,,,
3863,ChIJ9bAgQwtZqEcRtiilet9bs9U,cafe,,
3864,ChIJlwDKB6A7ZUERURpJZGS0DWo,schnitzel,,
3865,ChIJE0psoh9OqEcRe3p8_ZhJ9vU,pizza,turkish,salads
3866,ChIJ2wQW7V5OqEcRjibcIZhwbg8,soup,meat,vegetarian
3867,ChIJbX7JCh5OqEcRQbUaQ-aMoFA,tofu,vegetarian,soup
3868,ChIJKW0TQTVXqEcRLc142skzANM,,,
3869,ChIJ5alST2FPqEcRiAstKuHFS7U,,,
3870,ChIJJ-567uRPqEcRMSl6MCID4kA,sushi,,
3871,ChIJawRFrptPqEcR0QjpBq1weHM,meat,vegetarian,
3872,ChIJH_kLb2NPqEcRaWcwtbenN1s,currywurst,,
3873,ChIJdwYJUOlJqEcRZ3aOAndE7wY,burger,pizza,schnitzel
3874,ChIJObJdLy1LqEcREPFj8_T1lU8,vegetarian,,
3875,ChIJCTi4YztSqEcRtrgN5S2y3LI,meat,grill,
3876,ChIJafBbB2pTqEcRxD35k836wOc,meat,indian,vegan
3877,ChIJR5S6THBIqEcRPsy0CeqlBAk,vegetarian,meat,terrace
3878,ChIJj2YEW6JNqEcR25Lt-WjhyUo,meat,,
3879,ChIJLeYapFpMqEcRp8zDL9MMy-g,meat,,
3880,ChIJodwIqkpNqEcRGkFBa0q12C8,burger,vegetarian,vegan
3881,ChIJ5wx6Ry5WqEcRFL6-a46GKmE,meat,,
3882,ChIJX-57OUhWqEcRbZyVGyO8Qeg,turkish,cafe,
3883,ChIJ2c_p2qFRqEcRxzmn0soj37o,chinese,soup,german
3884,ChIJVdaApQtRqEcRI_aDKPTO3HQ,chinese,pork,meat
3885,ChIJ_TV7Tv1RqEcR9d7hiZHazgs,,,
3886,ChIJbYB6Xx1RqEcRXgFN-6ROycI,indian,vegetarian,vegan
3887,ChIJQZoE7dYjZUERty5dINjDKxU,soup,shrimp,
3888,ChIJm_HLX99RqEcRiydKq4B0-a4,schnitzel,german,pork
3889,ChIJp75a0VhOqEcRiJu8jWCM7Ks,fajitas,salads,
3890,ChIJuzms1UBPqEcRiiSIBcBV1to,tofu,vegetarian,
3891,ChIJh4q4oO9NqEcRDleW_E85G6s,italian,pizza,
3892,ChIJLarPse5NqEcR2zecs546Yps,pizza,german,
3893,ChIJB1etFitMqEcRbDi_nRF0yLU,greek,soup,meat
3894,ChIJrzWEG59NqEcRbWiBuMCNAqI,wines,cozy,
3895,ChIJM0XSFx5TqEcR8BcwNqONtcI,shrimp,pizza,terrace
3896,ChIJ0S_djPRVqEcRajvANwmivYY,currywurst,,
3897,ChIJobxePsFbqEcRyAhQhKe2xIQ,burger,german,cozy
3898,ChIJ6affcu5bqEcRKT6w5r-DOR0,italian,pizza,
3899,ChIJw_eD0X5bqEcRKeD0LcnLJJk,cozy,,
3900,ChIJkYl89B9bqEcR1llU_Gqg5mo,,,
3901,ChIJjUH9kJNbqEcRfUpVyYrzTxI,meat,dessert,
3902,ChIJ61DJPq9bqEcRAjFl7rbpxc4,,,
3903,ChIJA4VM8u1bqEcRd0itLfxDjDE,german,,
3904,ChIJW9oJr5BbqEcRY8f07B6120M,meat,,
3905,ChIJBXstUu5bqEcRK0PLpFsWg8c,italian,,
3906,ChIJbRgqUPFbqEcRL9aHRoRKXpw,italian,dessert,terrace
3907,ChIJ222NC1tbqEcRlH56Tz1G4Dc,,,
3908,ChIJmU-FSJ1bqEcRslgqOnm8HTg,,,
3909,ChIJQeXEEOxbqEcRYA3HLqUEjHs,,,
3910,ChIJpbkVfHhbqEcRwMLLrtQi1Uc,sushi,tofu,
3911,ChIJI30HnNFdqEcRAOMNobijbO0,sushi,japanese,cozy
3912,ChIJ47cDdXFbqEcROgOsAoxm-uI,pizza,burger,pasta
3913,ChIJE4S6cr9bqEcRal-TUpSh5x8,pizza,meat,mediterranean
3914,ChIJdRjCYTxbqEcRC5d1F4sHlQE,burger,,
3915,ChIJbbl2pX5bqEcR1cFDEBKI95E,pizza,pasta,burger
3916,ChIJKbajC8g7ZUERpSMF1tWq354,pizza,,
3917,ChIJjaep7ZNbqEcRaAdKAAVwiNg,cozy,,
3918,ChIJx7nKaspbqEcRog5SW8hv6iQ,turkish,pizza,meat
3919,ChIJUeC9_a1bqEcRd-YRqnnQFe8,pizza,pasta,
3920,ChIJ05_iJXhcqEcRfPMNAyK5CzQ,greek,,
3921,ChIJsTDxU6FbqEcRWnWGJO3XWhM,,,
3922,ChIJCY3l05BbqEcR8YriwLIvhxI,pizza,,
3923,ChIJtfpwqvFNqEcRFG_5iAZTkM8,,,
3924,ChIJT6G1SPVNqEcRrpTb36knzgU,burger,pork,vegan
3925,ChIJbxfRaPhNqEcR2sKnEyU57LE,falafel,meat,dessert
3926,ChIJjbi3V-NPqEcRYPbpBPeIN6w,dessert,vegetarian,german
3927,ChIJO6wvxE5OqEcR9ELBIBCiGbw,pasta,cozy,italian
3928,ChIJ2bOC3wFPqEcRenN8TB7fXNk,soup,pasta,tofu
3929,ChIJSz9CIP5OqEcRNPUQ1kgylD0,currywurst,,
